,Gebietsnummer,Anteil Deutsche Bevölkerung 2013,Anteil Nichtdeutsche EU Bevölkerung 2013,Anteil Nichtdeutsche nicht EU Bevölkerung 2013,Anteil Migrationshintergrund Bevölkerung 2013,Anteil Verheiratete Bevölkerung 2013,Anteil 18 - 24 Jährige Wahlberechtigte 2013,Anteil 25 - 34 Jährige Wahlberechtigte 2013,Anteil 35 - 44 Jährige Wahlberechtigte 2013,Anteil 45 - 59 Jährige Wahlberechtigte 2013,Anteil 60 Jährige und ältere Wahlberechtigte 2013,Anteil Einpersonenhaushalte 2013,Anteil Haushalte mit Kind(ern) 2013,SV-Beschäftigtendichte 2013,Arbeitslosendichte 2013,ALG II - Empfängerdichte 2013
30,4008,0.785013380909902,0.128902765388046,0.0860838537020517,0.36306868867083,0.307314897413024,0.11673151750972802,0.260700389105058,0.16018158236057098,0.194552529182879,0.267833981841764,0.5904836193447739,0.127145085803432,0.53,0.025,0.029
31,4009,0.834858188472095,0.102470265324794,0.0626715462031107,0.293229643183898,0.382433668801464,0.0764705882352941,0.188888888888889,0.19542483660130702,0.24509803921568601,0.294117647058824,0.527363184079602,0.17993366500829197,0.53,0.025,0.029
32,4010,0.8077488965179008,0.11574301128003901,0.0765080922020598,0.327121137812653,0.330063756743502,0.0846153846153846,0.231468531468531,0.18741258741258698,0.239160839160839,0.257342657342657,0.60983606557377,0.13852459016393398,0.53,0.025,0.029
33,4011,0.851521511017838,0.0891920251836306,0.059286463798530996,0.23976915005246602,0.286988457502623,0.0884167237834133,0.227553118574366,0.164496230294722,0.24263193968471602,0.276901987662783,0.670957361222848,0.0989541432019308,0.53,0.025,0.029
34,4012,0.804490177736202,0.12581852198316198,0.0696913002806361,0.309167446211412,0.271281571562208,0.0909090909090909,0.30818826563507395,0.188910380399742,0.19342359767891698,0.21856866537717604,0.675108538350217,0.0911722141823444,0.53,0.025,0.029
35,4013,0.7070091423595992,0.171092729647366,0.121898127993034,0.393992163691772,0.2542446669569,0.150436534586971,0.24110141034251198,0.113498992612492,0.199462726662189,0.295500335795836,0.658496732026144,0.0964052287581699,0.53,0.025,0.029
36,4014,0.843409316154609,0.0926660059464817,0.0639246778989098,0.27205153617443,0.34340931615460807,0.0832249674902471,0.23602080624187302,0.112483745123537,0.228218465539662,0.340052015604681,0.6332075471698111,0.10188679245283,0.53,0.025,0.029
37,4015,0.811787072243346,0.104087452471483,0.0841254752851711,0.320817490494297,0.367395437262357,0.08539026017344901,0.199466310873916,0.12408272181454301,0.23082054703135396,0.360240160106738,0.586750788643533,0.13091482649842298,0.53,0.025,0.029
38,4016,0.8219520915266361,0.0918841616017161,0.0861637468716482,0.40400429031104795,0.397568823739721,0.0872905027932961,0.116620111731844,0.278631284916201,0.389664804469274,0.127793296089385,0.22431865828092198,0.530398322851153,0.53,0.025,0.029
39,4017,0.763636363636364,0.105571847507331,0.130791788856305,0.442228739002932,0.347214076246334,0.126436781609195,0.220480668756531,0.262277951933124,0.251828631138976,0.138975966562173,0.39749608763693295,0.33959311424100197,0.53,0.025,0.029
40,4018,0.843490304709141,0.0886426592797784,0.0678670360110803,0.27331486611265,0.32871652816251196,0.11563307493540101,0.25064599483204103,0.175710594315245,0.23191214470284197,0.22609819121447,0.554054054054054,0.15625,0.53,0.025,0.029
41,4019,0.7323886639676109,0.16234817813765198,0.10526315789473699,0.393927125506073,0.277327935222672,0.120872274143302,0.315264797507788,0.164485981308411,0.193769470404984,0.20560747663551399,0.624,0.118545454545455,0.53,0.025,0.029
42,4020,0.8379942140790742,0.0906460945033751,0.0713596914175506,0.293153326904532,0.288331726133076,0.0761290322580645,0.289677419354839,0.180645161290323,0.207741935483871,0.24580645161290302,0.6693255982596079,0.105873821609862,0.53,0.025,0.029
43,4021,0.842129845866418,0.10555815039701101,0.0523120037365717,0.272302662307333,0.317141522652966,0.0756302521008403,0.231415643180349,0.213316095669037,0.23076923076923103,0.24886877828054302,0.610526315789474,0.13909774436090197,0.53,0.025,0.029
44,4022,0.829816513761468,0.11284403669724799,0.0573394495412844,0.273394495412844,0.286238532110092,0.0776942355889724,0.296992481203008,0.18421052631578896,0.20112781954887196,0.23997493734335798,0.662162162162162,0.110953058321479,0.53,0.025,0.029
45,4023,0.84192439862543,0.0991654393716249,0.0589101620029455,0.29111438389788896,0.30387825233186105,0.0797626895187871,0.27686222808174,0.191825972313777,0.195121951219512,0.256427158866183,0.655538694992413,0.104704097116844,0.53,0.025,0.029
46,4024,0.838953195772521,0.11524911927528901,0.0457976849521892,0.26975339708102697,0.28384499245093103,0.067854694996573,0.28444139821795805,0.197395476353667,0.228238519533927,0.222069910897875,0.66385911179173,0.121745788667688,0.53,0.025,0.029
47,4025,0.825,0.12311320754716999,0.0518867924528302,0.28632075471698104,0.32311320754717,0.0718954248366013,0.248366013071895,0.17516339869281,0.21830065359477102,0.286274509803922,0.637853949329359,0.126676602086438,0.53,0.025,0.029
48,4026,0.836233824185631,0.114680946006247,0.0490852298081214,0.28424810352521196,0.328871039714413,0.0663297536323436,0.207201516108654,0.23120656980416898,0.23815540113708203,0.257106759317751,0.587962962962963,0.15432098765432098,0.53,0.025,0.029
49,4027,0.793516873889876,0.131438721136767,0.07504440497335699,0.31571936056838396,0.29174067495559497,0.0911441499676794,0.27278603749192004,0.19715578539107997,0.20620555914673605,0.23270846800258602,0.658280922431866,0.12438853948287901,0.53,0.025,0.029
50,4028,0.7956541840036991,0.11511789181692099,0.0892279241793805,0.30189551548774796,0.269995376791493,0.10749834107498299,0.272063702720637,0.18447246184472502,0.20570670205706698,0.230258792302588,0.6312236286919829,0.134177215189873,0.53,0.025,0.029
51,4029,0.831712062256809,0.117704280155642,0.0505836575875486,0.283560311284047,0.272859922178988,0.0959629384513567,0.273990734612839,0.170747849106552,0.202514890800794,0.256783587028458,0.684598378776713,0.112011790714812,0.53,0.025,0.029
52,4030,0.7928229665071771,0.127751196172249,0.0794258373205742,0.317703349282297,0.262679425837321,0.081151832460733,0.34293193717277504,0.146596858638743,0.18390052356020897,0.24541884816753898,0.707566462167689,0.0695296523517382,0.53,0.025,0.029
53,10001,0.787300177619894,0.12433392539964501,0.0883658969804618,0.346358792184725,0.43827708703374796,0.0989085948158254,0.168485675306958,0.155525238744884,0.321964529331514,0.25511596180081897,0.430769230769231,0.202714932126697,0.551,0.047,0.067
54,10002,0.80099054479964,0.10760918505177801,0.0914002701485817,0.354344889689329,0.45925258892390797,0.0872576177285319,0.15858725761772902,0.157894736842105,0.268005540166205,0.32825484764542895,0.44190301921317493,0.21774931381518803,0.551,0.047,0.067
55,10003,0.8330125120307991,0.0923965351299326,0.0745909528392685,0.31713185755534196,0.476419634263715,0.14515003489183498,0.11584089323098401,0.12002791346824801,0.344731332868109,0.274249825540823,0.39176346356916597,0.21013727560718104,0.551,0.047,0.067
56,10004,0.662768031189084,0.15477582846003898,0.18245614035087698,0.5192982456140349,0.4448343079922029,0.0879765395894428,0.15395894428152498,0.110703812316716,0.22434017595307898,0.42302052785923794,0.48065015479876205,0.21130030959752302,0.551,0.047,0.067
57,10005,0.759533423059668,0.126514131897712,0.11395244504262,0.385823239120682,0.399730820995962,0.0967961826857532,0.178595773687798,0.111111111111111,0.26039536468984303,0.35310156782549396,0.5284683239775461,0.149959903769046,0.551,0.047,0.067
58,10006,0.655149720302731,0.147416913458374,0.197433366238894,0.582757486015136,0.39387956564659404,0.111705685618729,0.262207357859532,0.156521739130435,0.22809364548495,0.24147157190635501,0.4240727781665499,0.27291812456263104,0.551,0.047,0.067
59,10007,0.761304347826087,0.110869565217391,0.12782608695652198,0.38043478260869606,0.433913043478261,0.0848733744010951,0.204654346338125,0.148528405201916,0.262833675564682,0.299110198494182,0.49795249795249796,0.19000819000819003,0.551,0.047,0.067
60,10008,0.752229930624381,0.133300297324083,0.114469772051536,0.42467789890981206,0.406342913776016,0.0775862068965517,0.202978056426332,0.140282131661442,0.23197492163009398,0.34717868338558006,0.532258064516129,0.161290322580645,0.551,0.047,0.067
61,10009,0.8195144296839209,0.10215300045808502,0.0783325698579936,0.308749427393495,0.42235455794777793,0.105013550135501,0.13753387533875303,0.128048780487805,0.267615176151762,0.36178861788617894,0.46642468239564394,0.196914700544465,0.551,0.047,0.067
62,10010,0.7285822592873391,0.115996967399545,0.155420773313116,0.429492039423806,0.39916603487490504,0.0795601552393273,0.17593790426908198,0.192108667529107,0.291720569210867,0.260672703751617,0.501889644746788,0.21995464852607702,0.551,0.047,0.067
63,10011,0.664670658682635,0.145209580838323,0.190119760479042,0.504116766467066,0.42776946107784397,0.0871621621621622,0.214189189189189,0.133108108108108,0.22432432432432398,0.341216216216216,0.49081920903954795,0.190677966101695,0.551,0.047,0.067
64,10012,0.7421216156236129,0.131380381713271,0.12649800266311598,0.36928539724811404,0.379050155348424,0.096100278551532,0.24094707520891398,0.16016713091922,0.251392757660167,0.251392757660167,0.549920760697306,0.155309033280507,0.551,0.047,0.067
65,10013,0.804479701353243,0.10545963602426499,0.0900606626224918,0.316845543630425,0.43350443303779707,0.0945406125166445,0.17976031957390098,0.13249001331557902,0.251664447403462,0.341544607190413,0.48956521739130393,0.152173913043478,0.551,0.047,0.067
66,10014,0.8227848101265821,0.0875949367088608,0.08962025316455699,0.320506329113924,0.43645569620253205,0.0591549295774648,0.154225352112676,0.147887323943662,0.24436619718309902,0.394366197183099,0.500954198473282,0.149809160305344,0.551,0.047,0.067
67,10015,0.590392729633236,0.190197987666342,0.219409282700422,0.561506004543979,0.407659850697825,0.10412573673870301,0.175507531106745,0.140798952193844,0.24688932547478698,0.33267845448592,0.5707762557077629,0.15296803652968,0.551,0.047,0.067
68,10016,0.698810535259133,0.125743415463042,0.17544604927782503,0.48130841121495294,0.46304163126593,0.0779783393501805,0.14801444043321302,0.116245487364621,0.227436823104693,0.43032490974729204,0.47619047619047605,0.16825396825396802,0.551,0.047,0.067
69,10017,0.712328767123288,0.142979452054794,0.144691780821918,0.41780821917808203,0.393407534246575,0.07298772169167798,0.20873124147339703,0.167803547066849,0.22919508867667102,0.32128240109140505,0.571636363636364,0.13309090909090898,0.551,0.047,0.067
70,10018,0.574161073825503,0.22416107382550302,0.20167785234899302,0.6040268456375839,0.444295302013423,0.0663956639566396,0.15514905149051503,0.138888888888889,0.230352303523035,0.4092140921409211,0.512720156555773,0.143509458577952,0.551,0.047,0.067
71,10019,0.6032458563535911,0.218922651933702,0.17783149171270698,0.550414364640884,0.4440607734806629,0.0882749326145552,0.17991913746630703,0.15835579514824802,0.247304582210243,0.326145552560647,0.535450516986706,0.162481536189069,0.551,0.047,0.067
72,10020,0.8172521120498,0.0840373499333037,0.0987105380168964,0.31702979101823,0.379724321920854,0.0796398891966759,0.153739612188366,0.21952908587257602,0.28185595567867,0.265235457063712,0.485217391304348,0.23652173913043498,0.551,0.047,0.067
73,10021,0.613807245386193,0.138072453861928,0.24812030075188,0.577922077922078,0.328434723171565,0.0923984272608126,0.18610747051114002,0.12385321100917401,0.22280471821756198,0.37483617300131106,0.631912442396313,0.145161290322581,0.551,0.047,0.067
74,11001,0.669129457115323,0.09508512688724699,0.23578541599742997,0.62961773209123,0.427240603919049,0.158827539195637,0.13292433537832302,0.178595773687798,0.32651670074983,0.20313565098841196,0.322259136212625,0.37043189368770796,0.525,0.052000000000000005,0.08
75,11002,0.5440391459074729,0.159475088967972,0.296485765124555,0.77491103202847,0.370106761565836,0.21860149355057698,0.20638153428377498,0.23828920570264803,0.23896809232858102,0.0977596741344196,0.244142101284958,0.515495086923658,0.525,0.052000000000000005,0.08
76,11003,0.601626016260163,0.132895559724828,0.26547842401500893,0.67104440275172,0.42432770481550997,0.10564784053156098,0.182059800664452,0.124916943521595,0.22923588039867104,0.358139534883721,0.46444586803331206,0.21844971172325398,0.525,0.052000000000000005,0.08
77,11004,0.639568116862496,0.12797713559860302,0.232454747538901,0.582089552238806,0.40234995236583004,0.126436781609195,0.16538952745849303,0.137292464878672,0.300766283524904,0.270114942528736,0.463863337713535,0.23521681997371902,0.525,0.052000000000000005,0.08
78,11005,0.693910256410256,0.11338141025640999,0.192708333333333,0.4851762820512821,0.401442307692308,0.0902964959568733,0.16644204851751998,0.11455525606469,0.25,0.378706199460916,0.538956397426733,0.14438884917798403,0.525,0.052000000000000005,0.08
