,Gebietsnummer,Anteil Deutsche Bevölkerung 2017,Anteil Nichtdeutsche EU Bevölkerung 2017,Anteil Nichtdeutsche nicht EU Bevölkerung 2017,Anteil Migrationshintergrund Bevölkerung 2017,Anteil Verheiratete Bevölkerung 2017,Anteil 18 - 24 Jährige Wahlberechtigte 2017,Anteil 25 - 34 Jährige Wahlberechtigte 2017,Anteil 35 - 44 Jährige Wahlberechtigte 2017,Anteil 45 - 59 Jährige Wahlberechtigte 2017,Anteil 60 Jährige und ältere Wahlberechtigte 2017,Anteil Einpersonenhaushalte 2017,Anteil Haushalte mit Kind(ern) 2017,durchschnittliche Wohndauer 2017,SV-Beschäftigtendichte 2017,Arbeitslosendichte 2017,ALG II - Empfängerdichte 2017,Wahlbeteiligung 2017,Label
53,10001,0.7666517657577109,0.118909253464461,0.11443898077782699,0.37773804202056294,0.451497541350022,0.0823863636363636,0.17400568181818202,0.134232954545455,0.31036931818181795,0.29900568181818205,0.41992551210428297,0.21601489757914302,22.1332737030411,0.603,0.046,0.07,0.7909999999999999,1
54,10002,0.788911704312115,0.12689938398357303,0.0841889117043121,0.382340862422998,0.459137577002053,0.0758169934640523,0.16078431372548999,0.17450980392156898,0.271895424836601,0.316993464052288,0.43238731218697796,0.234557595993322,21.828677074774,0.603,0.046,0.07,0.8150000000000001,1
55,10003,0.8117010816125859,0.109144542772861,0.0791543756145526,0.341691248770895,0.501474926253687,0.0988455988455988,0.13852813852813903,0.106060606060606,0.32106782106782106,0.33549783549783596,0.42110552763819104,0.17587939698492497,25.0984736582964,0.603,0.046,0.07,0.856,1
56,10004,0.639530750088873,0.16246000710984698,0.19800924280128,0.566654816921436,0.405972271596161,0.08698727015558701,0.19660537482319698,0.11739745403111698,0.20862800565770898,0.39038189533239,0.4850174216027871,0.197909407665505,20.948772678762,0.603,0.046,0.07,0.736,1
57,10005,0.723253757736516,0.149425287356322,0.127320954907162,0.43854995579133504,0.40318302387267896,0.0777460770328103,0.20684736091298103,0.104850213980029,0.23751783166904397,0.37303851640513597,0.546021840873635,0.15288611544461803,23.2742149491376,0.603,0.046,0.07,0.755,1
58,10006,0.635843660629171,0.171591992373689,0.19256434699714,0.626310772163966,0.40419447092469,0.081799591002045,0.259032038173142,0.18609406952965196,0.231765507839127,0.241308793456033,0.4530423280423279,0.262566137566138,18.5147853736089,0.603,0.046,0.07,0.6779999999999999,2
59,10007,0.7462558836114681,0.12237911852802699,0.131364997860505,0.397518185708173,0.43132220795892207,0.0839064649243466,0.196698762035763,0.15199449793672598,0.25859697386520003,0.308803301237964,0.49799196787148603,0.175903614457831,23.203084832904896,0.603,0.046,0.07,0.7759999999999999,1
60,10008,0.6966383151073311,0.150263264479546,0.15309842041312302,0.478331308221952,0.35034426893479104,0.14746227709190698,0.23456790123456797,0.115912208504801,0.20850480109739397,0.293552812071331,0.541215653621982,0.16569525395503698,19.3476848090983,0.603,0.046,0.07,0.745,2
61,10009,0.8186889818688979,0.0934449093444909,0.0878661087866109,0.317061831706183,0.4211994421199439,0.105191256830601,0.13797814207650302,0.11953551912568301,0.27322404371584696,0.364071038251366,0.48369565217391297,0.17934782608695604,25.3939534883721,0.603,0.046,0.07,0.79,1
62,10010,0.7275848912628772,0.12056466997329301,0.151850438763831,0.43533002670736404,0.413582602060282,0.0856958762886598,0.166237113402062,0.157860824742268,0.306701030927835,0.28350515463917497,0.50834597875569,0.19878603945371803,19.5515267175573,0.603,0.046,0.07,0.816,2
63,10011,0.6454413892908829,0.15557163531114301,0.198986975397974,0.535817655571635,0.42040520984081,0.0885906040268456,0.220805369127517,0.150335570469799,0.21476510067114105,0.325503355704698,0.525083612040134,0.17391304347826098,18.814265025344,0.603,0.046,0.07,0.7959999999999999,2
64,10012,0.6970711297071129,0.164853556485356,0.138075313807531,0.42719665271966495,0.37740585774058605,0.0770847932725999,0.23686054660126102,0.162578836720392,0.25437981779957997,0.269096005606167,0.546181818181818,0.15563636363636402,18.391959798995,0.603,0.046,0.07,0.8079999999999999,2
65,10013,0.7802752293577979,0.113302752293578,0.10642201834862401,0.355045871559633,0.41880733944954107,0.0753663642707606,0.18143754361479397,0.14026517794835996,0.25261688764829004,0.350314026517795,0.5168350168350171,0.162457912457912,22.717041800643102,0.603,0.046,0.07,0.8290000000000001,1
66,10014,0.7900667779632721,0.11310517529215401,0.0968280467445743,0.3889816360601,0.432804674457429,0.0689873417721519,0.171518987341772,0.132911392405063,0.25569620253164604,0.370886075949367,0.46205733558178796,0.188870151770658,23.686872909699,0.603,0.046,0.07,0.784,1
67,10015,0.567244094488189,0.21574803149606303,0.217007874015748,0.615748031496063,0.405354330708661,0.0907840440165062,0.195323246217332,0.140990371389271,0.246905089408528,0.325997248968363,0.562675660483418,0.17650365373805502,19.2310116608888,0.603,0.046,0.07,0.685,2
68,10016,0.5967224795154971,0.12005700035625201,0.28322052012825105,0.567153544709654,0.41254007837549,0.0823863636363636,0.18607954545454503,0.0951704545454545,0.23153409090909102,0.40482954545454497,0.502645502645503,0.163265306122449,21.034962540135602,0.603,0.046,0.07,0.7559999999999999,1
69,10017,0.6708099438652769,0.18845228548516396,0.140737770649559,0.46752205292702503,0.38532477947072996,0.0770804911323329,0.20668485675307002,0.155525238744884,0.23806275579809,0.322646657571624,0.571525885558583,0.133514986376022,19.8242375601926,0.603,0.046,0.07,0.7829999999999999,2
70,10018,0.553913863564917,0.18044640050298602,0.265639735932097,0.646023263124804,0.40144608613643495,0.095396931287525,0.167444963308873,0.12208138759172801,0.23148765843895897,0.38358905937291493,0.513365735115431,0.14823815309842,17.6640428211587,0.603,0.046,0.07,0.716,2
71,10019,0.6935612082670911,0.146263910969793,0.160174880763116,0.485691573926868,0.386724960254372,0.0891156462585034,0.185714285714286,0.157142857142857,0.24285714285714302,0.325170068027211,0.5335740072202171,0.16173285198556,19.982895783611802,0.603,0.046,0.07,0.7390000000000001,2
72,10020,0.7704185290532299,0.0893945550589191,0.14018691588785,0.389678992279561,0.37626980902072293,0.0758807588075881,0.15785907859078602,0.19783197831978303,0.295392953929539,0.273035230352304,0.48045602605863197,0.23859934853420198,19.3733224888166,0.603,0.046,0.07,0.8340000000000001,2
73,10021,0.616621067031464,0.137482900136799,0.245896032831737,0.6084131326949379,0.337209302325581,0.0609171800136892,0.206707734428474,0.146475017111567,0.22997946611909603,0.355920602327173,0.616326530612245,0.161516034985423,22.1941780821918,0.603,0.046,0.07,0.5770000000000001,1
74,11001,0.6714143756210661,0.0963895329579331,0.23219609142099998,0.644253063928453,0.43027492547201096,0.17493297587131398,0.142091152815013,0.12600536193029502,0.340482573726542,0.21648793565683602,0.386100386100386,0.28494208494208506,21.134328358209,0.5720000000000001,0.046,0.073,0.6709999999999999,1
75,11002,0.5623822975517889,0.134416195856874,0.303201506591337,0.778719397363465,0.36228813559322,0.223640026863667,0.17864338482202802,0.201477501678979,0.28139691067830797,0.11484217595701801,0.27980014275517495,0.431120628122769,15.5481813887577,0.5720000000000001,0.046,0.073,0.643,3
76,11003,0.593109869646182,0.150837988826816,0.25605214152700195,0.7051520794537559,0.417752948479205,0.083448275862069,0.18896551724137897,0.144827586206897,0.228275862068966,0.35448275862069,0.484237074401009,0.21374527112232,21.9773362309842,0.5720000000000001,0.046,0.073,0.536,1
77,11004,0.659371690787151,0.11860218849276401,0.22202612072008499,0.596540769502294,0.4069890575361811,0.100071994240461,0.192944564434845,0.131749460043197,0.285097192224622,0.290136789056875,0.458608058608059,0.235897435897436,21.786016949152497,0.5720000000000001,0.046,0.073,0.657,1
78,11005,0.67077045274027,0.130659253375695,0.19857029388403502,0.53693407466243,0.39277204130262106,0.0566171266808209,0.186836518046709,0.111111111111111,0.257607926397735,0.38782731776362395,0.572524407252441,0.149232914923292,22.5278219395866,0.5720000000000001,0.046,0.073,0.643,1
79,11006,0.45175766641735204,0.29818000498628805,0.25006232859635996,0.700573423086512,0.368735976065819,0.0831556503198294,0.15920398009950198,0.131485429992893,0.270078180525942,0.356076759061834,0.62757527733756,0.17168515583729502,16.5096081856751,0.5720000000000001,0.046,0.073,0.561,2
80,11007,0.674762407602957,0.15381907778951098,0.17141851460753302,0.541358676522351,0.418162618796199,0.0939226519337016,0.13466850828729302,0.14157458563535902,0.289364640883978,0.34046961325966807,0.433183183183183,0.249249249249249,22.4076029567054,0.5720000000000001,0.046,0.073,0.718,1
