Gebietsnummer;Bevölkerung 2013;Bevölkerung 2017;Bevölkerung 2020;Anteil Deutsche Bevölkerung 2013;Anteil Nichtdeutsche EU Bevölkerung 2013;Anteil Nichtdeutsche nicht EU Bevölkerung 2013;Anteil Deutsche Bevölkerung 2017;Anteil Nichtdeutsche EU Bevölkerung 2017;Anteil Nichtdeutsche nicht EU Bevölkerung 2017;Anteil Deutsche Bevölkerung 2020;Anteil Nichtdeutsche EU Bevölkerung 2020;Anteil Nichtdeutsche nicht EU Bevölkerung 2020;Anteil Migrationshintergrund Bevölkerung 2013;Anteil Migrationshintergrund Bevölkerung 2017;Anteil Migrationshintergrund Bevölkerung 2020;Anteil Ledige Bevölkerung 2013;Anteil Verheiratete Bevölkerung 2013;Anteil Ledige Bevölkerung 2017;Anteil Verheiratete Bevölkerung 2017;Anteil Ledige Bevölkerung 2020;Anteil Verheiratete Bevölkerung 2020;Anteil 18 - 24 Jährige Wahlberechtigte 2013;Anteil 25 - 34 Jährige Wahlberechtigte 2013;Anteil 35 - 44 Jährige Wahlberechtigte 2013;Anteil 45 - 59 Jährige Wahlberechtigte 2013;Anteil 60 Jährige und ältere Wahlberechtigte 2013;Anteil 18 - 24 Jährige Wahlberechtigte 2017;Anteil 25 - 34 Jährige Wahlberechtigte 2017;Anteil 35 - 44 Jährige Wahlberechtigte 2017;Anteil 45 - 59 Jährige Wahlberechtigte 2017;Anteil 60 Jährige und ältere Wahlberechtigte 2017;Anteil 18 - 24 Jährige Wahlberechtigte 2020;Anteil 25 - 34 Jährige Wahlberechtigte 2020;Anteil 35 - 44 Jährige Wahlberechtigte 2020;Anteil 45 - 59 Jährige Wahlberechtigte 2020;Anteil 60 Jährige und ältere Wahlberechtigte 2020;Anteil Einpersonenhaushalte 2013;Anteil Haushalte mit Kind(ern) 2013;Anteil Einpersonenhaushalte 2017;Anteil Haushalte mit Kind(ern) 2017;Anteil Einpersonenhaushalte Juni 2020;Anteil Haushalte mit Kind(ern) Juni 2020;durchschnittliche Wohndauer 2013;durchschnittliche Wohndauer 2017;durchschnittliche Wohndauer 2020
02012;1760;2345;2339;0,779545454545454;0,113636363636364;0,106818181818182;0,799147121535181;0,105756929637527;0,0950959488272921;0,822573749465584;0,102180418982471;0,0752458315519453;0,339204545454546;0,333901918976546;0,315519452757589;0,584659090909091;0,321022727272727;0,599573560767591;0,321961620469083;0,596836254809748;0,3373236425823;0,0657439446366782;0,25;0,262110726643599;0,27076124567474;0,151384083044983;0,0642439974042829;0,266060999351071;0,27644386761843;0,264763140817651;0,128487994808566;0,0593112244897959;0,267219387755102;0,276785714285714;0,249362244897959;0,147321428571429;0,617399438727783;0,149672591206735;0,530660377358491;0,19496855345912;0,545954438334642;0,203456402199529;14,8309618668184;13,1828278513456;14,2873022659256
02013;2224;2284;2247;0,85341726618705;0,102517985611511;0,0440647482014388;0,841506129597198;0,108143607705779;0,0503502626970228;0,850912327547842;0,0979083222073876;0,0511793502447708;0,243705035971223;0,261821366024518;0,270582999554962;0,598920863309353;0,281025179856115;0,596760070052539;0,290718038528897;0,593235425011126;0,285714285714286;0,0476485148514852;0,227722772277228;0,240717821782178;0,251237623762376;0,232673267326733;0,0685854255970606;0,207593386405389;0,206368646662584;0,270055113288426;0,24739742804654;0,0607361963190184;0,222699386503067;0,187730061349693;0,279141104294478;0,249693251533742;0,646525679758308;0,149546827794562;0,639612807148176;0,150409530900968;0,638379204892966;0,159021406727829;17,8313848920863;18,5021910604733;18,5798842901647
02014;2159;2136;2136;0,828161185734136;0,106530801296897;0,0653080129689671;0,830524344569288;0,102059925093633;0,0674157303370786;0,825374531835206;0,10252808988764;0,0720973782771536;0,285317276516906;0,285112359550562;0,299625468164794;0,632237146827235;0,265863825845299;0,630149812734082;0,26498127340824;0,625468164794008;0,273876404494382;0,077020202020202;0,303030303030303;0,212752525252525;0,23800505050505;0,169191919191919;0,0620555914673562;0,27666451195863;0,214608920491273;0,269553975436328;0,177117000646412;0,0611581001951854;0,277163305139883;0,212752114508783;0,268054651919323;0,180871828236825;0,692086330935252;0,106474820143885;0,687455705173636;0,111268603827073;0,668596237337192;0,115050651230101;17,356811862836;17,7503512880562;18,3000936329588
02015;2220;2180;2183;0,8;0,129279279279279;0,0707207207207207;0,804587155963303;0,114220183486239;0,0811926605504587;0,792945487860742;0,111772789738891;0,0952817224003665;0,301801801801802;0,307339449541284;0,33852496564361;0,653153153153153;0,246846846846847;0,637614678899082;0,260550458715596;0,638112688960147;0,268896014658727;0,0645994832041344;0,315245478036176;0,217054263565891;0,231912144702842;0,171188630490956;0,0711436170212766;0,283244680851064;0,221409574468085;0,246010638297872;0,178191489361702;0,0705171255876427;0,279382135661518;0,220282068502351;0,25520483546004;0,174613834788449;0,699863574351978;0,121418826739427;0,674929178470255;0,128895184135977;0,675141242937853;0,125;16,190798376184;16,7621671258035;17,1827759963353
02016;2498;2583;2625;0,7177742193755;0,16853482786229;0,11369095276221;0,711962833914054;0,148664343786295;0,139372822299652;0,689142857142857;0,143619047619048;0,167238095238095;0,377101681345076;0,40572977158343;0,435047619047619;0,647718174539632;0,277021617293835;0,654277971351142;0,271777003484321;0,643428571428572;0,283047619047619;0,0950283196979232;0,324732536186281;0,205160478288232;0,242290748898678;0,132787916928886;0,0890454836643178;0,298526585522101;0,200512491992313;0,262011531069827;0,149903907751441;0,0788273615635179;0,292508143322476;0,200651465798046;0,257980456026059;0,170032573289902;0,66149696561025;0,115981119352664;0,665351742274819;0,149243918474688;0,648330058939096;0,159790438768828;13,2239583333333;13,7136768694305;14,1798095238095
02017;2325;2414;2366;0,726881720430108;0,150967741935484;0,122150537634409;0,6980115990058;0,171913835956918;0,130074565037282;0,725274725274725;0,139898562975486;0,134826711749789;0,376774193548387;0,422535211267606;0,41715976331361;0,614623655913978;0,291612903225806;0,606048053024026;0,3003314001657;0,604395604395604;0,305156382079459;0,0650406504065041;0,295392953929539;0,247967479674797;0,218157181571816;0,173441734417344;0,0633608815426997;0,285812672176308;0,216253443526171;0,245179063360882;0,189393939393939;0,0655290102389078;0,285324232081911;0,204778156996587;0,265529010238908;0,178839590443686;0,670234113712375;0,123076923076923;0,659340659340659;0,124111182934712;0,660415271265908;0,13596784996651;15,3797849462366;15,3583575279967;16,1390532544379
02018;2103;2164;2153;0,793628150261531;0,126485972420352;0,079885877318117;0,805914972273568;0,109981515711645;0,0841035120147874;0,800278680910358;0,104505341384115;0,0952159777055272;0,331431288635283;0,336876155268022;0,345099860659545;0,612933903946743;0,28340466000951;0,620609981515712;0,284195933456562;0,60473757547608;0,302833255921969;0,0792682926829268;0,273035230352304;0,220189701897019;0,239159891598916;0,188346883468835;0,0648148148148148;0,270502645502646;0,208994708994709;0,265873015873016;0,189814814814815;0,0603621730382294;0,246814218645205;0,226022803487592;0,266934942991281;0,199865861837693;0,648773006134969;0,115030674846626;0,649230769230769;0,123076923076923;0,64031007751938;0,126356589147287;16,6341114816579;17,0245030050855;17,4598235020901
02019;2267;2274;2190;0,754300838112042;0,161005734450816;0,0846934274371416;0,742744063324538;0,167106420404573;0,0901495162708883;0,763470319634703;0,145205479452055;0,091324200913242;0,356859285399206;0,383905013192612;0,378538812785388;0,624172915747684;0,278341420379356;0,62401055408971;0,280562884784521;0,624657534246575;0,28675799086758;0,0715705765407555;0,320079522862823;0,244532803180915;0,208747514910537;0,15506958250497;0,0626702997275204;0,301771117166212;0,237057220708447;0,233651226158038;0,164850136239782;0,0675487465181058;0,290389972144847;0,229108635097493;0,245821727019499;0,167130919220056;0,697551290536069;0,102581072137657;0,686314363143632;0,106368563685637;0,671863926293409;0,117647058823529;15,0922330097087;15,123402379903;15,6397260273973
02020;2184;2170;2145;0,792124542124542;0,129578754578755;0,0782967032967033;0,788479262672811;0,132258064516129;0,0792626728110599;0,787412587412588;0,124475524475524;0,0881118881118881;0,326923076923077;0,327649769585253;0,355244755244755;0,603021978021978;0,301282051282051;0,612442396313364;0,302764976958525;0,612121212121212;0,294172494172494;0,0783532536520584;0,263612217795485;0,234395750332005;0,245019920318725;0,178618857901726;0,0744535519125683;0,248633879781421;0,212431693989071;0,269125683060109;0,195355191256831;0,077716643741403;0,257909215955984;0,198074277854195;0,259284731774415;0,207015130674003;0,658518518518518;0,114814814814815;0,665691294806145;0,11777615215801;0,683941605839416;0,123357664233577;15,797247706422;16,5216789667897;16,5571095571096
02021;2393;2315;2323;0,727120768909319;0,172168825741747;0,100710405348934;0,748596112311015;0,168466522678186;0,0829373650107991;0,730951356005166;0,15884631941455;0,110202324580284;0,391976598412035;0,388336933045356;0,407662505380973;0,618470539072294;0,287923109068115;0,603455723542117;0,306263498920086;0,600086095566078;0,310374515712441;0,0928571428571429;0,290909090909091;0,216233766233766;0,22012987012987;0,17987012987013;0,0747354497354497;0,292989417989418;0,214285714285714;0,228174603174603;0,189814814814815;0,0666666666666667;0,292255892255892;0,199326599326599;0,236363636363636;0,205387205387205;0,674135723431498;0,10179257362356;0,645116918844567;0,114855570839065;0,637943015983322;0,111883252258513;14,8233570531603;15,5229040622299;15,9255273353422
